geneset	n_mutated_meta	n_mutated_nonmeta	log_odds_ratio	odds_ratio	p_value	q_value	significant
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	27	23	0.26620	1.30500	0.48211	0.86113	False
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	14	17	-0.30474	0.73732	0.48307	0.86113	False
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	13	16	-0.30752	0.73527	0.48386	0.86113	False
GOBP_RESPONSE_TO_CADMIUM_ION	12	9	0.33859	1.40297	0.48456	0.86113	False
GOBP_CEREBELLAR_GRANULAR_LAYER_FORMATION	12	9	0.36175	1.43583	0.48499	0.86113	False
GOBP_MICROTUBULE_ANCHORING	12	9	0.33852	1.40286	0.48573	0.86113	False
GOBP_VENTRICULAR_SEPTUM_MORPHOGENESIS	31	27	0.26984	1.30975	0.48603	0.86113	False
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	14	17	-0.30100	0.74008	0.48655	0.86113	False
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	12	9	0.33879	1.40325	0.48684	0.86113	False
GOBP_RESPONSE_TO_L_LEUCINE	12	9	0.35224	1.42226	0.48762	0.86113	False
GOBP_CATECHOLAMINE_UPTAKE	12	9	0.35204	1.42197	0.48763	0.86113	False
GOBP_REGULATION_OF_CELL_MATURATION	12	9	0.35081	1.42022	0.48791	0.86113	False
GOBP_MACROMOLECULE_DEACYLATION	12	9	0.34955	1.41842	0.48819	0.86113	False
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	12	9	0.34884	1.41742	0.48835	0.86113	False
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	12	9	0.34678	1.41450	0.48862	0.86113	False
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT	12	9	0.34659	1.41423	0.48866	0.86113	False
GOBP_DNA_DAMAGE_TOLERANCE	12	9	0.34286	1.40897	0.48881	0.86113	False
GOBP_INHIBITORY_SYNAPSE_ASSEMBLY	17	20	-0.29025	0.74808	0.48881	0.86113	False
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	18	21	-0.28410	0.75269	0.49253	0.86328	False
GOBP_GRANULOCYTE_DIFFERENTIATION	13	10	0.31707	1.37310	0.49441	0.86328	False
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	13	10	0.35071	1.42008	0.49636	0.86328	False
GOBP_HEART_TRABECULA_MORPHOGENESIS	19	22	-0.27791	0.75736	0.49671	0.86328	False
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	15	18	-0.28615	0.75115	0.49757	0.86328	False
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT	13	10	0.31532	1.37070	0.49763	0.86328	False
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	13	16	-0.29277	0.74620	0.49812	0.86328	False
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	24	27	-0.26849	0.76453	0.49986	0.86328	False
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	18	21	-0.27610	0.75873	0.50023	0.86328	False
GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	13	10	0.33703	1.40078	0.50129	0.86328	False
GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	13	10	0.33677	1.40042	0.50135	0.86328	False
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	13	10	0.33424	1.39688	0.50216	0.86328	False
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	13	16	-0.28828	0.74955	0.50278	0.86328	False
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	13	10	0.33148	1.39303	0.50297	0.86328	False
GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION	13	10	0.31475	1.36991	0.50343	0.86328	False
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX_MODULATING_SYNAPTIC_TRANSMISSION	13	10	0.32864	1.38907	0.50374	0.86328	False
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY	18	21	-0.27250	0.76148	0.50377	0.86328	False
GOBP_MEMBRANE_FISSION	13	10	0.32292	1.38116	0.50495	0.86328	False
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	13	10	0.31778	1.37408	0.50505	0.86328	False
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	13	10	0.32164	1.37939	0.50506	0.86328	False
GOBP_DETECTION_OF_BIOTIC_STIMULUS	13	10	0.32182	1.37964	0.50507	0.86328	False
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	14	11	0.34053	1.40569	0.50624	0.86405	False
GOBP_RESPONSE_TO_ANGIOTENSIN	15	18	-0.27134	0.76236	0.51271	0.86583	False
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	14	11	0.32155	1.37926	0.51378	0.86583	False
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	15	18	-0.26960	0.76368	0.51452	0.86583	False
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	14	11	0.31833	1.37483	0.51493	0.86583	False
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	14	11	0.29420	1.34205	0.51503	0.86583	False
GOBP_MITOCHONDRIAL_FUSION	14	11	0.31714	1.37319	0.51538	0.86583	False
GOBP_DENDRITE_SELF_AVOIDANCE	14	11	0.29416	1.34200	0.51566	0.86583	False
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	14	11	0.31288	1.36735	0.51679	0.86583	False
GOBP_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS	14	11	0.31133	1.36524	0.51724	0.86583	False
GOBP_NETRIN_ACTIVATED_SIGNALING_PATHWAY	14	11	0.29455	1.34253	0.51752	0.86583	False
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	14	11	0.29493	1.34303	0.51809	0.86583	False
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	14	11	0.29500	1.34313	0.51815	0.86583	False
GOBP_NEURONAL_SIGNAL_TRANSDUCTION	14	11	0.30720	1.35961	0.51836	0.86583	False
GOBP_REGULATION_OF_CALCIUM_ION_IMPORT	14	11	0.30619	1.35825	0.51861	0.86583	False
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	14	11	0.30468	1.35619	0.51896	0.86583	False
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	14	11	0.30115	1.35141	0.51944	0.86583	False
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	14	11	0.30019	1.35011	0.51950	0.86583	False
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	15	12	0.27982	1.32290	0.52089	0.86696	False
GOBP_EATING_BEHAVIOR	15	12	0.30133	1.35165	0.52747	0.87607	False
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	15	12	0.29936	1.34899	0.52820	0.87607	False
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	15	12	0.29399	1.34178	0.52997	0.87607	False
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	15	12	0.27831	1.32090	0.53094	0.87607	False
GOBP_INTRACELLULAR_MRNA_LOCALIZATION	15	12	0.28586	1.33091	0.53193	0.87607	False
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION	15	12	0.28599	1.33108	0.53193	0.87607	False
GOBP_VASCULAR_ENDOTHELIAL_CELL_RESPONSE_TO_FLUID_SHEAR_STRESS	15	12	0.28427	1.32879	0.53211	0.87607	False
GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	15	12	0.28241	1.32632	0.53219	0.87607	False
GOBP_SALIVARY_GLAND_DEVELOPMENT	16	13	0.28771	1.33337	0.53829	0.88471	False
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	16	13	0.26324	1.30114	0.54095	0.88471	False
GOBP_P_BODY_ASSEMBLY	16	13	0.26482	1.30320	0.54273	0.88471	False
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	16	13	0.27326	1.31425	0.54286	0.88471	False
GOBP_RECEPTOR_RECYCLING	17	14	0.28743	1.33299	0.54299	0.88471	False
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	16	13	0.27167	1.31216	0.54313	0.88471	False
GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING	16	13	0.27054	1.31067	0.54330	0.88471	False
GOBP_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER	16	13	0.27039	1.31047	0.54331	0.88471	False
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	17	14	0.27713	1.31934	0.54742	0.89012	False
GOBP_MYELIN_ASSEMBLY	10	12	-0.31342	0.73094	0.54811	0.89012	False
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	17	14	0.26924	1.30896	0.55041	0.89180	False
GOBP_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	13	15	-0.29687	0.74314	0.55076	0.89180	False
GOBP_MACROPHAGE_CHEMOTAXIS	17	14	0.26630	1.30513	0.55136	0.89180	False
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	17	14	0.25478	1.29017	0.55333	0.89378	False
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	18	15	0.26821	1.30762	0.55547	0.89459	False
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	10	12	-0.30317	0.73848	0.55615	0.89459	False
GOBP_CONDITIONED_PLACE_PREFERENCE	10	12	-0.30272	0.73881	0.55658	0.89459	False
GOBP_MOTOR_NEURON_AXON_GUIDANCE	11	13	-0.29687	0.74314	0.55723	0.89459	False
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION	10	12	-0.30063	0.74035	0.55834	0.89459	False
GOBP_PROTEIN_ACETYLATION	11	13	-0.29459	0.74484	0.55917	0.89459	False
GOBP_SECONDARY_PALATE_DEVELOPMENT	18	15	0.24047	1.27185	0.55968	0.89459	False
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	18	15	0.25713	1.29322	0.55977	0.89459	False
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	19	16	0.25820	1.29459	0.56362	0.89822	False
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	11	13	-0.28875	0.74920	0.56395	0.89822	False
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	19	16	0.25405	1.28923	0.56535	0.89822	False
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION	10	12	-0.29095	0.74755	0.56629	0.89822	False
GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	15	17	-0.27135	0.76235	0.56664	0.89822	False
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	10	12	-0.28975	0.74845	0.56730	0.89822	False
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	10	12	-0.28886	0.74912	0.56814	0.89822	False
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	13	15	-0.27511	0.75949	0.56874	0.89822	False
GOBP_ECTODERM_DEVELOPMENT	10	12	-0.28812	0.74967	0.56875	0.89822	False
GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	21	18	0.21881	1.24459	0.57022	0.89936	False
GOBP_AMP_METABOLIC_PROCESS	10	12	-0.28463	0.75229	0.57169	0.90051	False
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME	11	13	-0.27532	0.75933	0.57551	0.90283	False
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	20	17	0.22520	1.25257	0.57665	0.90283	False
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	21	18	0.24266	1.27464	0.57704	0.90283	False
GOBP_REGULATION_OF_DENDRITE_EXTENSION	20	17	0.23136	1.26031	0.57708	0.90283	False
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	10	12	-0.27655	0.75840	0.57883	0.90283	False
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	11	13	-0.27047	0.76302	0.57976	0.90283	False
GOBP_ENDODERMAL_CELL_DIFFERENTIATION	14	16	-0.25837	0.77231	0.58067	0.90283	False
GOBP_CELL_AGGREGATION	12	14	-0.26014	0.77094	0.58528	0.90283	False
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	12	14	-0.25412	0.77560	0.59085	0.90283	False
GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	12	14	-0.25381	0.77584	0.59117	0.90283	False
GOBP_MITOCHONDRIAL_FISSION	17	19	-0.23877	0.78759	0.59186	0.90283	False
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	12	14	-0.25201	0.77724	0.59284	0.90283	False
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	11	13	-0.25342	0.77614	0.59559	0.90283	False
GOBP_CHROMOSOME_CONDENSATION	14	16	-0.24188	0.78515	0.59601	0.90283	False
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	10	12	-0.25725	0.77318	0.59681	0.90283	False
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	24	21	0.20247	1.22442	0.59785	0.90283	False
GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	10	12	-0.25580	0.77430	0.59824	0.90283	False
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	24	21	0.20604	1.22881	0.59864	0.90283	False
GOBP_RESPONSE_TO_POTASSIUM_ION	13	15	-0.24161	0.78536	0.59943	0.90283	False
GOBP_RESPONSE_TO_CORTICOSTERONE	12	14	-0.24416	0.78337	0.60041	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	11	13	-0.24699	0.78115	0.60187	0.90283	False
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	25	22	0.20418	1.22652	0.60233	0.90283	False
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	25	22	0.20051	1.22203	0.60239	0.90283	False
GOBP_BODY_MORPHOGENESIS	16	18	-0.22912	0.79524	0.60343	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	26	23	0.19991	1.22129	0.60578	0.90283	False
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	26	23	0.19958	1.22089	0.60581	0.90283	False
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	26	23	0.19849	1.21956	0.60585	0.90283	False
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	10	12	-0.24784	0.78049	0.60634	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	15	17	-0.22847	0.79575	0.60653	0.90283	False
GOBP_PROTEIN_TRIMERIZATION	11	13	-0.24077	0.78602	0.60821	0.90283	False
GOBP_MATURE_B_CELL_DIFFERENTIATION	11	13	-0.24050	0.78623	0.60847	0.90283	False
GOBP_SYNAPTIC_VESICLE_DOCKING	11	13	-0.23943	0.78708	0.60956	0.90283	False
GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE	15	17	-0.22370	0.79955	0.61141	0.90283	False
GOBP_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	11	13	-0.23672	0.78921	0.61243	0.90283	False
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	11	13	-0.23664	0.78928	0.61249	0.90283	False
GOBP_EPIBOLY	29	26	0.19183	1.21146	0.61313	0.90283	False
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	15	17	-0.22153	0.80129	0.61364	0.90283	False
GOBP_PREPULSE_INHIBITION	30	27	0.18887	1.20788	0.61465	0.90283	False
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	32	29	0.19669	1.21736	0.61474	0.90283	False
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING	10	12	-0.23928	0.78720	0.61553	0.90283	False
GOBP_NEURON_RECOGNITION	34	31	0.19445	1.21464	0.61575	0.90283	False
GOBP_GLYCOSAMINOGLYCAN_BIOSYNTHETIC_PROCESS	11	13	-0.23343	0.79181	0.61594	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	15	17	-0.21876	0.80352	0.61658	0.90283	False
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	13	15	-0.22235	0.80063	0.61904	0.90283	False
GOBP_RENAL_WATER_HOMEOSTASIS	13	15	-0.21881	0.80347	0.62291	0.90283	False
GOBP_L_GLUTAMATE_IMPORT	15	17	-0.21273	0.80838	0.62305	0.90283	False
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS	16	18	-0.20993	0.81064	0.62345	0.90283	False
GOBP_VIRAL_PROTEIN_PROCESSING	15	17	-0.21200	0.80897	0.62378	0.90283	False
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	17	19	-0.20605	0.81379	0.62546	0.90283	False
GOBP_DNA_CONFORMATION_CHANGE	10	8	0.25168	1.28618	0.62651	0.90283	False
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	13	15	-0.21483	0.80668	0.62734	0.90283	False
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	10	8	0.25149	1.28594	0.62824	0.90283	False
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	17	19	-0.20327	0.81606	0.62862	0.90283	False
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	10	8	0.25150	1.28595	0.62882	0.90283	False
GOBP_DEVELOPMENTAL_PIGMENTATION	18	20	-0.20040	0.81840	0.62964	0.90283	False
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION	10	8	0.25165	1.28615	0.62981	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	10	8	0.27946	1.32241	0.63010	0.90283	False
GOBP_INTERLEUKIN_4_PRODUCTION	10	8	0.25182	1.28636	0.63036	0.90283	False
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	11	13	-0.22078	0.80189	0.63036	0.90283	False
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	10	8	0.25188	1.28645	0.63053	0.90283	False
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	10	8	0.25216	1.28681	0.63109	0.90283	False
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	10	8	0.27444	1.31580	0.63143	0.90283	False
GOBP_TRNA_METHYLATION	10	8	0.25251	1.28725	0.63159	0.90283	False
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	10	8	0.27314	1.31409	0.63178	0.90283	False
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI	10	8	0.27314	1.31409	0.63178	0.90283	False
GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	10	8	0.25267	1.28746	0.63178	0.90283	False
GOBP_AMINOPHOSPHOLIPID_TRANSPORT	10	8	0.25308	1.28799	0.63218	0.90283	False
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	12	14	-0.21433	0.80708	0.63236	0.90283	False
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	10	8	0.25370	1.28878	0.63263	0.90283	False
GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	10	8	0.25446	1.28977	0.63301	0.90283	False
GOBP_MITOCHONDRION_DISTRIBUTION	10	8	0.26485	1.30324	0.63346	0.90283	False
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION	10	8	0.25586	1.29158	0.63348	0.90283	False
GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	10	8	0.25631	1.29215	0.63358	0.90283	False
GOBP_INTRACELLULAR_STEROL_TRANSPORT	10	8	0.26386	1.30195	0.63359	0.90283	False
GOBP_CHROMATIN_LOOPING	10	8	0.26362	1.30164	0.63361	0.90283	False
GOBP_SPERM_CAPACITATION	10	8	0.26325	1.30115	0.63366	0.90283	False
GOBP_RETINAL_CONE_CELL_DEVELOPMENT	10	8	0.26295	1.30076	0.63367	0.90283	False
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	10	8	0.25708	1.29315	0.63370	0.90283	False
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	10	8	0.25751	1.29370	0.63376	0.90283	False
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	10	8	0.25990	1.29681	0.63385	0.90283	False
GOBP_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION	10	8	0.25850	1.29498	0.63385	0.90283	False
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	10	12	-0.22260	0.80043	0.63608	0.90388	False
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	13	15	-0.20711	0.81293	0.63625	0.90388	False
GOBP_V_D_J_RECOMBINATION	11	13	-0.21409	0.80727	0.63871	0.90388	False
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	15	17	-0.19882	0.81969	0.63885	0.90388	False
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	11	9	0.22992	1.25850	0.64220	0.90388	False
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	14	16	-0.19808	0.82031	0.64315	0.90388	False
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_WATER_HOMEOSTASIS	17	19	-0.19050	0.82654	0.64330	0.90388	False
GOBP_COLLATERAL_SPROUTING	20	22	-0.18245	0.83322	0.64709	0.90388	False
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	11	9	0.23065	1.25942	0.64787	0.90388	False
GOBP_ANDROGEN_METABOLIC_PROCESS	11	9	0.23131	1.26026	0.64858	0.90388	False
GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL	16	18	-0.18824	0.82842	0.64868	0.90388	False
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	11	9	0.23180	1.26087	0.64895	0.90388	False
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	15	17	-0.19033	0.82669	0.64917	0.90388	False
GOBP_REGULATION_OF_RECEPTOR_RECYCLING	11	9	0.23387	1.26348	0.64987	0.90388	False
GOBP_PROTEIN_HETEROOLIGOMERIZATION	11	9	0.24245	1.27437	0.64998	0.90388	False
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	11	9	0.24180	1.27354	0.65003	0.90388	False
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	11	9	0.23526	1.26524	0.65016	0.90388	False
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	11	9	0.23555	1.26560	0.65020	0.90388	False
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	11	9	0.23593	1.26608	0.65023	0.90388	False
GOBP_TONGUE_DEVELOPMENT	11	9	0.23610	1.26630	0.65025	0.90388	False
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	11	9	0.23731	1.26783	0.65034	0.90388	False
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	15	17	-0.18866	0.82807	0.65132	0.90419	False
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	12	10	0.21212	1.23629	0.65669	0.90958	False
GOBP_SERTOLI_CELL_DEVELOPMENT	12	10	0.21205	1.23621	0.65725	0.90958	False
GOBP_RENAL_ABSORPTION	16	18	-0.18017	0.83513	0.65907	0.90958	False
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	12	10	0.21220	1.23640	0.66015	0.90958	False
GOBP_NITRIC_OXIDE_CGMP_MEDIATED_SIGNALING	13	11	0.20037	1.22186	0.66016	0.90958	False
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION	12	10	0.21242	1.23666	0.66084	0.90958	False
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	12	10	0.21375	1.23832	0.66273	0.90958	False
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	12	10	0.21388	1.23848	0.66285	0.90958	False
GOBP_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	12	10	0.21426	1.23895	0.66313	0.90958	False
GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS	12	10	0.21648	1.24170	0.66407	0.90958	False
GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	12	10	0.21694	1.24226	0.66419	0.90958	False
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS	12	10	0.21927	1.24517	0.66448	0.90958	False
GOBP_BASE_EXCISION_REPAIR	13	11	0.19842	1.21947	0.66501	0.90958	False
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	13	11	0.19784	1.21877	0.66709	0.91139	False
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	13	11	0.19747	1.21831	0.66943	0.91193	False
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	13	11	0.19752	1.21838	0.67162	0.91193	False
GOBP_HOST_MEDIATED_ACTIVATION_OF_VIRAL_TRANSCRIPTION	13	11	0.19800	1.21897	0.67332	0.91193	False
GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	13	11	0.19801	1.21897	0.67333	0.91193	False
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	13	11	0.19877	1.21990	0.67452	0.91193	False
GOBP_REGULATION_OF_VESICLE_FUSION	13	11	0.19962	1.22093	0.67530	0.91193	False
